Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2023,GMC,Terrain,35 km,SUV,175HP 1.5L 4 Cylinder Engine,Automatic,AWD,White Frost Tricoat,null,5,4,Gas,9.9L/100km,8.3L/100km,48078
2023,GMC,Acadia,35 km,SUV,228HP 2.0L 4 Cylinder Engine,Automatic,AWD,null,null,7,4,Gas,10.8L/100km,8.7L/100km,62843
2023,GMC,Sierra,35 km,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Sterling Metallic,null,5,4,Gas,13.1L - 15.2L/100km,11.6L - 13.2L/100km,63443
2023,GMC,Sierra,35 km,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Summit White,null,5,4,Gas,13.1L - 15.2L/100km,11.6L - 13.2L/100km,63443
2023,GMC,Sierra,35 km,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Onyx Black,null,5,4,Gas,13.1L - 15.2L/100km,11.6L - 13.2L/100km,63443
2020,GMC,Savana,47678 km,Van Regular,8 Cylinder Engine,8 Speed Automatic,RWD,Summit White,Black,2,3,Flexible,null,null,45495
2023,GMC,Sierra,35 km,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Summit White,null,5,4,Gas,13.1L - 15.2L/100km,11.6L - 13.2L/100km,63443
2023,GMC,Sierra,35 km,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Onyx Black,null,5,4,Gas,13.1L - 15.2L/100km,11.6L - 13.2L/100km,64168
2023,GMC,Sierra,35 km,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Onyx Black,null,5,4,Gas,13.1L - 15.2L/100km,11.6L - 13.2L/100km,64168
2020,GMC,GMCSavana_3500,133074 km,null,null,null,null,White,null,null,null,Gas,null,null,64800
2018,GMC,GMCSavana_4500,68320 km,null,null,null,null,White,null,null,null,Gas,null,null,69800
2023,GMC,SIERRA,35 km,Truck,401HP 6.6L 8 Cylinder Engine,Automatic,4WD,Summit White,null,6,4,Gas,null,null,70333
2021,GMC,Sierra,26777 km,Truck,8 Cylinder Engine,Automatic,4WD,Black,null,5,null,Gas,14.3L - 15.3L/100km,10.7L - 11.0L/100km,61445
2019,GMC,Canyon,98488 km,Crew Cab,3.6L DOHC DI V6 W/VVT,8 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,14.0L/100km,9.9L/100km,36900
2019,GMC,Canyon,113516 km,Crew Cab,DURAMAX 2.8L TURBO DIESEL,6 Speed Automatic,4x4,Dark Sky Metallic,Black,5,4,Diesel,12.2L/100km,8.4L/100km,38500
2017,GMC,Sierra,154842 km,Crew Cab,Duramax 6.6L V8 Turbodiesel,Automatic,4x4,Onyx Black,Black,5,4,Diesel,null,null,61900
2020,GMC,Terrain,31995 km,SUV,4 Cylinder Engine,Automatic,AWD,Gray,Black,5,4,Gas,11.2L/100km,9.0L/100km,34342
2020,GMC,Savana,48589 km,Minivan,6.0L 8cyl,6 Speed Automatic,RWD,Summit White,Beige,2,2,Gas,null,null,46988
2021,GMC,Yukon,88552 km,SUV,5.3L 8cyl,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,14.8L - 15.5L/100km,11.8L - 12.0L/100km,58888
2022,GMC,Sierra,5 km,Truck,2.7L 4cyl,null,4x4,Summit White,Black,null,2,Gas,13.9L - 18.1L/100km,12.0L - 14.0L/100km,56883
2022,GMC,Sierra,8 km,Truck,2.7L 4cyl,null,4x4,Summit White,Black,null,2,Gas,13.9L - 18.1L/100km,12.0L - 14.0L/100km,57448
2023,GMC,SIERRA,35 km,Truck,401HP 6.6L 8 Cylinder Engine,Automatic,4WD,Summit White,null,6,4,Gas,null,null,70333
2023,GMC,Sierra,35 km,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Summit White,null,5,4,Gas,13.1L/100km,11.6L/100km,70528
2023,GMC,Sierra,35 km,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Summit White,null,5,4,Gas,14.8L/100km,11.8L/100km,74668
