Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2022,Jeep,Grand,11887 km,SUV,3.6L V6,Automatic,4x4,Diamond Black Crystal Pearl,null,null,null,Gas,12.3L/100km,9.2L/100km,58495
2022,Jeep,Grand,1000 km,SUV,V-6 cyl,8 Speed Automatic,4WD,Bright White,Black,null,null,Regular Unleaded,12.7L/100km,9.6L/100km,58699
2022,Jeep,Grand,14000 km,SUV,V-6 cyl,8 Speed Automatic,4WD,Diamond Black Crystal Pearlcoat,Black,null,null,Regular Unleaded,12.7L/100km,9.6L/100km,58988
2021,Jeep,Wrangler,10520 km,SUV,4 Cylinder,Automatic,4x4,Granite Crystal Metallic Clear Coat,Black,null,4,Gas,11.5L/100km,9.9L/100km,59800
2018,Jeep,Cherokee,101308 km,SUV,V6 Cylinder Engine,Automatic,4x4,Grey,Black,5,4,Gas,12.8L/100km,9.0L/100km,25990
2021,Jeep,WRANGLER,18029 km,SUV,2.0L 4cyl,8 Speed Automatic,4x4,Grey,Black,5,4,Premium Unleaded,11.5L/100km,9.9L - 10.1L/100km,59888
2020,Jeep,Wrangler,55806 km,SUV,V-6 cyl,null,4WD,Grey,Black,null,null,Gas,12.9L - 13.8L/100km,10.1L - 10.7L/100km,59999
2021,Jeep,Wrangler,12370 km,SUV,2.0L 4 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Electric,11.6L/100km,11.9L/100km,61795
2022,Jeep,Wrangler,11500 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Bright White,Black,null,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62258
2022,Jeep,Wrangler,17103 km,SUV,2.0L I4,Automatic,4x4,Bright White,null,null,null,Gasoline Hybrid,11.6L/100km,11.9L/100km,62995
2021,Jeep,Wrangler,43565 km,SUV,2.0L 4cyl,8 Speed Automatic,4x4,Grey,Black,5,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,63888
2021,Jeep,Grand,14320 km,SUV,3.6L V6 24V VVT,8 Speed Automatic,4WD,Bright White,null,null,null,Regular Unleaded,13.0L/100km,9.4L/100km,64725
2022,Jeep,Wrangler,5794 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Granite Crystal Metallic,Black,null,4,Gas,11.5L/100km,9.9L - 10.2L/100km,64780
2022,Jeep,Wrangler,9538 km,SUV,2.0L 4 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Electric,11.6L/100km,11.9L/100km,64995
2021,Jeep,Wrangler,3200 km,null,3.6L,8 Speed Automatic,4x4,Grey,Black,null,4,Regular Unleaded,null,null,62994
2022,Jeep,Wrangler,9932 km,SUV,2.0L 4 Cylinder Engine,Automatic,4x4,Sarge Green,Black,5,4,Electric,11.6L/100km,11.9L/100km,64995
